,City,Approx. Latitude,Approx. Longitude
70,wagar,16.284121564964266,35.14178582628864
71,jequitinhonha,-16.29810247864458,-41.10158191488253
72,port alfred,-79.31485697994933,39.574362479661346
73,nikolskoye,35.10755001959237,171.38812461734238
74,korla,40.33662035415168,87.07060061664038
75,bambous virieux,-29.831528834964764,77.65041152351256
76,yellowknife,65.79172835854698,-112.46297127607892
77,chokurdakh,82.06584674854818,143.88702671468224
78,saint-philippe,-35.926598283978805,61.35715902384885
79,torbay,36.28323075343047,-49.58811328231744
80,ugoofaaru,6.028613416428399,69.35583021306894
81,vila,-18.028003992511046,166.4441560166115
82,carnarvon,-22.93910281689314,111.07041569414116
83,ingham,-18.606789274604807,145.90037900074628
84,pakwach,2.8729530127535696,31.55625565680438
85,encruzilhada do sul,-30.637562852322517,-52.63864430509771
86,verkhnevilyuysk,66.90414488512621,119.46191513353477
87,superior,46.47547956028467,-90.99194678174203
88,valparaiso,-31.558657831013733,-78.7648047784642
89,jamestown,-17.754602038798993,-8.495663291610782
90,fort abbas,28.491201134773732,72.51015396020443
91,sorvag,59.99579930491814,-11.266994256167266
92,duz,33.234491186216715,8.344376551105682
93,ploemeur,46.98107488988043,-3.5756043097330235
94,mahebourg,-25.834281553438586,61.484809858519554
95,port hardy,46.295729181037046,-135.70030337050306
96,lufkin,31.040419688761773,-94.9027760747938
97,kavaratti,9.039745025314446,64.86964103410003
98,boden,65.99729255809336,21.94152970894973
99,merthyr tydfil,51.7894306802026,-3.4209544751055887
100,nizhniy kuranakh,60.778734369615506,123.49380526774218
101,buon me thuot,13.041314662000659,107.62122160408074
102,eqbaliyeh,34.95561918005842,51.53917195465314
103,nguiu,-10.84882721028066,132.24051320862554
104,airai,18.657936594957093,145.02579476003945
105,awjilah,26.988947605018623,20.171859961853528
106,tuatapere,-51.76059099740298,160.49210785488754
107,mitu,1.509745955328384,-69.39180752952576
108,aykhal,65.03822359261935,111.33314157645134
109,te anau,-38.29380864624327,160.6503481762457
110,cherskiy,83.9524145633587,157.69632451710294
111,bredasdorp,-81.27413483665116,25.844431119646543
112,oranjemund,-31.40632628519787,13.96048168266276
113,cayenne,5.933481077877516,-50.39912606380031
114,nizhneyansk,86.8281742047684,134.28088154846387
115,rio grande,-32.77161615113693,-50.068077772420054
116,hithadhoo,-13.061153932348603,78.93180194984387
117,surt,30.671462693049804,17.854837298887816
118,vaini,-50.13758729045147,-170.85776064668198
119,sakit,27.41930138216307,78.88606733427957
120,partur,19.80555681382866,76.13280587053288
121,kushmurun,50.95257329980967,64.60248719795854
122,port elizabeth,-77.46395880333417,30.03185287375041
123,opuwo,-18.00017166483299,12.492434743154945
124,strezhevoy,59.18804902044607,77.23241075666067
125,belushya guba,73.5604249977693,47.781524092249356
126,caravelas,-21.919803428221684,-31.317015580721375
127,los andes,-33.007471393026265,-69.85721197435777
128,mys shmidta,79.70428999416521,-176.83876728441723
129,moindou,-23.537788359164253,164.47093681734907
130,kudahuvadhoo,2.7964819777481296,63.94716863660986
131,batagay-alyta,66.89688856060116,129.76415349820758
132,east london,-58.90910665062764,42.86445675488088
133,saleaula,-7.460153781054885,-170.24924309007383
134,pisco,-26.697357278685715,-99.37124691913958
135,georgetown,-5.868454419675956,-21.81426336824424
136,malazgirt,38.99877428103375,42.54477900453523
137,olafsvik,66.14714663406363,-29.852562483990056
138,taraz,43.099642742398544,70.99567857387552
139,inta,63.56988222347735,60.14863560481177
140,nioro,18.836041916520813,-9.76540968934927
141,port macquarie,-33.20715064594062,157.20930335925016
142,nanortalik,58.89849427915598,-46.62026518991408
143,sentyabrskiy,32.32233563583658,157.4469000471396
144,arkadelphia,34.29125354350454,-93.17947180097038
145,nemuro,35.61790450291119,152.62710621800346
146,arlit,20.277633270811535,7.216330030550608
147,gorontalo,1.406057561605877,123.3029684148654
148,puerto ayora,-7.5056498028841645,-106.45033965648487
149,mercedes,14.115596937192478,123.11906775694484
150,ribeira grande,29.708247478351765,-41.395020257055705
151,barentsburg,86.256164420592,-1.1660702561417224
152,itoman,25.1420238762814,127.77144020059467
153,oulainen,64.32731303534581,24.568998200143625
154,kloulklubed,5.372800646475426,134.05567040620645
155,san patricio,9.500127006076582,-113.96308133940117
156,xuddur,6.201821149046239,42.886437348037674
157,shimoda,26.57067247394137,140.4146868443333
158,bernalillo,34.99964347969977,-105.9635372415224
159,alghero,40.16717308362993,7.550037111687374
160,tasiilaq,65.6514205220966,-35.849387885614675
161,puerto quijarro,-17.671292408915875,-56.399030612599276
162,sola,-14.756299397949434,171.45694559228468
163,port blair,12.123268526894819,90.63400680572926
164,norman wells,69.50348101100636,-123.77393095107062
165,tsihombe,-34.91983335153267,42.937615195964014
166,atuona,-3.0834124898244113,-149.27500095777117
167,dakar,15.221093463704236,-17.72601704734447
168,bengkulu,-15.791925190679962,86.82001974990771
169,grand river south east,-20.31580515761243,62.44996838939659
170,pemangkat,3.41298312917975,108.11611754191972
171,marsh harbour,28.68525895565915,-72.43116048578123
172,hamilton,34.91934509363395,-69.03685660091203
173,mecca,23.271185863137774,42.08241563275669
174,mar del plata,-61.53261711666512,-34.536678737706325
175,samusu,-6.512700305251471,-164.37530095523758
176,kalavad,22.12672903836588,70.39896834696285
177,khonuu,67.27700639922543,144.2105359232574
178,kupang,-10.444898590378784,122.11519788224302
179,cabra,13.56011325634087,115.64529420263983
180,qaqortoq,58.76021199676143,-47.44680572704371
181,maracas,-13.06340479039713,-40.44794254223234
182,kedrovyy,58.838641554357935,78.25016111721999
183,aklavik,79.92358148732853,-143.28358949424768
184,cockburn town,26.276904823830918,-71.55932604383455
185,prince rupert,48.350341691062255,-135.76210928388787
186,maracacume,-2.1783253704653305,-45.68413889311185
187,victoria,2.9980295509097346,58.177709185933765
188,saint-georges,7.127320691691807,-44.66044789574198
189,cabo san lucas,12.656940208877273,-122.8676526549977
190,rio gallegos,-51.39103807192839,-69.37671947838744
191,dikson,85.74262245587849,83.46632927252415
192,hasaki,25.580912131430694,155.61656525302698
193,cidreira,-57.27169751647917,-20.502117110587335
194,yumen,39.346444167696205,97.40597046092512
195,maragogi,-13.50282738269189,-27.78581166033652
196,katherine,-15.1023382478038,132.4074201718413
197,kiunga,-5.211084893232226,138.78972275661994
198,warqla,31.573830379237634,3.5060746727934884
199,sitka,53.452715000948075,-136.10855900005723
200,sorong,2.609001333866857,131.74022601779677
201,palmer,61.16422399423584,-147.5387739364993
202,play cu,13.41300788700677,108.31944386391604
203,okhotsk,59.31290254587998,145.0186214366845
204,karamken,59.998314683565525,151.3192566961033
205,huarmey,-12.186804244340195,-82.92809419583293
206,kalmunai,4.435291015189691,87.15497951379143
207,provideniya,60.744752811983915,-172.68573029115822
208,kavieng,12.293995873406274,152.99027828003545
209,koumac,-22.337941808759595,161.98283515693834
210,camocim,-1.5724490675873,-40.595092067827295
211,jiangyou,31.67493535817654,104.59644739745073
212,chuy,-64.54429291629552,-21.007053065770123
213,port lincoln,-42.325131759762485,130.24896702454083
214,namatanai,-2.1606627355851344,156.07449142854597
215,scarborough,10.703798117447619,-60.15890320170497
216,revelstoke,51.84821192647817,-117.88871485701164
217,beringovskiy,60.4309496531163,178.52227429066403
218,lakselv,69.3487710919982,24.361614383974768
219,juelsminde,55.84873375542654,10.081830089687628
220,simga,21.577771644369037,81.79039612542584
221,urusha,53.483195036702256,122.64356379451772
222,morro bay,33.64728909347858,-124.09350667737627
223,biak,3.336399005211959,137.14863636319268
224,kortkeros,61.838383577633834,52.0424784391862
225,gumdag,38.85969824835354,55.05566140167866
226,ayan,56.19476024749059,139.34989856158916
227,inhambane,-21.75144253313745,38.10394744879537
228,liverpool,43.20518467110878,-64.6887392523999
229,luderitz,-31.253804638504256,0.836197307877427
230,saint george,32.877417383462344,-55.47257558477986
231,chicama,-13.212769703092647,-90.03362249317354
232,ahipara,-34.08378429549745,172.83014348414503
233,hambantota,-7.301624592101945,85.60051421205674
234,narrabri,-30.191811966128462,149.4247755497879
235,attawapiskat,63.07496614826502,-81.71060730919353
236,karamea,-38.39921122585507,170.02723094075208
237,la ronge,57.11589106602315,-107.58272282310425
238,shkotovo-22,42.08364494161057,132.08264925814206
239,erenhot,44.27204418745134,112.24978183477799
240,dehri,24.933795275765632,84.27081751372208
241,hanmer springs,-42.11066758967731,173.32603129903623
242,saldanha,-35.8774293118406,10.290670582389112
243,vercheres,45.722567386379495,-73.32298352554626
244,vardo,74.59099487768617,34.50526348232276
245,mullaitivu,10.214839079546849,83.05669279578746
246,pierre,44.25047231471021,-100.51144147880551
247,inza,53.83443307318049,46.45324702113507
248,bawisan,5.946453654505362,120.7172681013987
249,katsuura,20.91635340229962,152.03369521281923
250,general roca,-39.44067500109842,-65.27226505948947
251,kapuskasing,50.76532413937244,-82.41051890792511
252,edd,14.117054115254433,40.55573019008389
253,lanzhou,36.71985944416413,103.44152310275518
254,miles city,46.90801208075803,-106.57224974356241
255,broken hill,-28.257075037258453,142.34159110365044
256,broome,-15.03082401603929,124.43288054671763
257,kulhudhuffushi,6.578203143374111,69.27495099834897
258,kodiak,45.12111227072879,-155.47135574165543
259,taltal,-24.746132407476622,-81.42430387862136
260,saskylakh,72.3981185710305,118.61549382164935
261,kruisfontein,-51.05020280336193,25.10751721656871
262,polunochnoye,61.09233474960482,60.92066053827568
263,harrisburg,37.82715257163112,-88.59491958194222
264,pangody,68.82808087708995,75.10511325030325
265,cape girardeau,37.20812488533129,-89.51918607277311
266,uyovu,-3.345547065858142,31.396190151441516
267,estelle,27.39696340043811,-88.96260403611987
268,barra do bugres,-14.843715520800487,-56.970872801868666
269,thompson,60.28418171210592,-95.54695313182846
270,komatipoort,-24.61036224177255,31.980273907449032
271,sabang,6.056166251025587,89.88838162126251
272,kadykchan,62.93307395134778,146.7611591547743
273,naze,29.47570339299415,128.94077543956928
274,turbat,25.949882133764945,63.39671812055812
275,vestmannaeyjar,58.888829450625366,-17.718674786363323
276,galbshtadt,53.124711026308745,79.23836247772255
277,iracoubo,6.060845133596402,-53.2636669996797
278,leningradskiy,70.26053273700032,176.57608653731955
279,emerald,-23.033208833814513,147.59355541857195
280,palabuhanratu,-21.99439613361517,94.66093606223723
281,aloleng,15.706971551555043,116.68538088508603
282,joacaba,-26.926309911217807,-51.57131727417553
283,ostrov,57.373659262652524,28.551829383401696
284,sorland,70.27830974315367,11.545211956550872
285,taoudenni,23.7835963057542,-1.1914192461721598
286,longyearbyen,89.79799787407117,28.423881941433507
287,devils lake,47.714478816150574,-99.38968886543101
288,sainte-maxime,41.77331001172425,6.944558199311814
289,port maria,18.770365404273107,-76.90217769203977
290,margate,-42.639524817896664,42.822914952860884
291,deder,9.730192081533389,41.401228968607086
292,policoro,39.99853074134904,16.914188293200937
293,exeter,36.49192195489002,-119.00668061474855
294,egvekinot,61.01672901428836,-179.05916336793126
295,teitipac,16.938121158844453,-96.59005470672452
296,kholtoson,49.670735418984975,101.85733089237982
297,ambon,-4.018693987689801,127.31338307791287
298,tibati,6.152694795778942,13.396719166131675
299,mukhen,47.42062107990432,135.76225227277268
300,qostanay,53.244001167134286,63.16567245082345
301,toamasina,-18.831124186326093,51.25061347803191
302,outlook,51.23350697836375,-106.84434226740653
303,kodinsk,59.42694919984535,100.35510616672855
304,thinadhoo,1.4530093168952618,63.833183362231324
305,severo-kurilsk,43.82031638113958,164.60325867582793
306,mende,44.55451968699634,3.6739548832854894
307,kroya,-9.99058501457074,108.35326900126302
308,hammerfest,72.59854891490875,22.986406232296503
309,west bay,18.624449088045253,-83.94507432881812
310,dingle,54.04761197047583,-17.407089633196563
311,launceston,-40.735209162914664,149.93045461013293
312,colwyn bay,53.25269458582315,-3.972078018922815
313,florianopolis,-27.772933035264856,-47.1369986211194
314,lolua,-7.411059337268767,173.03620116828955
315,seoul,38.35386566814367,126.86748437446255
316,carutapera,2.3593539337701657,-43.96163956277985
317,tandil,-37.76491320313465,-59.094776367401806
318,lumberton,30.732755613222167,-94.5330826765931
319,paredon,14.980619044108963,-94.19317777015796
320,figeac,44.841762248593454,2.023532572945527
321,mission,26.23615978823358,-98.44155128110107
322,labuan,6.415719456964609,114.38581034455092
323,partapur,23.454941665806402,74.19962575296913
324,oyama,31.349779982804137,138.21472950919127
325,neiafu,-17.384506888959137,-176.669603962942
326,rocha,-37.83792288498229,-52.08854476732044
327,tautira,-19.225077900034293,-146.74936026167867
328,ponorogo,-7.879760957511181,111.5614641672982
329,encheng,22.105001305680176,112.55117330517908
330,monroe,41.77165199569805,-83.2491627363784
331,amderma,82.36433458002159,64.85538338793239
332,satara,17.781335566158404,73.97617129114792
333,kang,-22.51965308326072,22.83640455983516
334,srednekolymsk,69.71379531195757,152.3416821328983
335,hirara,22.87201956984417,127.25061503517998
336,tura,65.02214747441667,98.21743209623077
337,lorengau,5.856376564188039,145.46586898106398
338,fayaoue,-21.048330826676576,166.62373952634988
339,chumikan,53.95060983221558,136.33529373450693
340,kahului,29.141082468842782,-151.53863968008946
341,zhaotong,27.169176719077626,103.37078451247487
342,fairbanks,64.80664512124252,-146.69559965674762
343,yar-sale,70.72530329425607,69.52910560409364
344,mount gambier,-42.934516961941625,137.2202839795873
345,locri,36.40458078841024,18.11262073373649
346,satipo,-10.509168691521737,-74.38511280290092
347,kiparissia,37.33412336854465,21.7176596366877
348,samarai,-12.027920492928274,152.41469930758723
349,touros,0.995518081283862,-31.605683881957475
350,emba,46.726200869680326,58.21541457520641
351,general cepeda,25.225628709781404,-101.39766912039269
352,garmsar,34.42298725826754,52.98930086013539
353,damietta,32.34411925651882,32.134210929645235
354,talnakh,70.65051352793566,92.20743001219574
355,necochea,-46.491867556800734,-55.3589298322059
356,grindavik,59.715521843434544,-22.344993068061086
357,yuzhno-sukhokumsk,44.727930371048586,45.85703097556333
358,mackay,-16.529080771479556,154.32794681607885
359,kitgum,3.107979832814493,33.37780544767827
360,suez,30.160984310982826,32.43102554905036
361,rabo de peixe,45.3390792962378,-21.76174782905659
362,santa rosa,-35.867787769432645,-65.74037548112338
363,vaitupu,9.265918957270529,-178.1909046919009
364,naryan-mar,68.82922674723449,52.4301441185425
365,antofagasta,-22.050466128503302,-76.77762787518071
366,ostroleka,52.98415383356357,21.758909291251655
367,ucluelet,46.1781616941696,-127.16717390631399
368,flinders,-31.839229348916568,134.43279507552273
369,clyde river,71.99374138968452,-73.55599758362493
370,louisbourg,38.510434077120976,-56.99419432635972
371,jiayuguan,41.90364954832086,98.75597496353396
372,yarada,16.395491278448077,84.88168574314147
373,ilulissat,68.68382024195688,-46.38437791095896
374,belyy yar,61.24132708783901,87.20962400255604
375,maceio,-11.01241757318921,-33.88434793416744
376,leh,35.697731515402936,78.73393775598794
377,tuktoyaktuk,82.98808325834477,-134.47433678830592
378,cap malheureux,-14.138175994956768,58.1237585754927
379,rawson,-43.62018666760623,-65.15472648636461
380,andrews,32.51253776014538,-102.34014094671393
381,sidrolandia,-20.972310782317606,-54.93373014870886
382,trairi,2.1881234675703354,-36.028682723176445
383,gravdal,70.91799801600581,12.887756677076283
384,natal,-2.1663058936242123,-24.749428643599828
385,bagdarin,54.333754441098165,112.0359349031059
386,lhuntshi,28.310759315909806,91.02113142694355
387,fraga,41.64595210034727,0.34166634782695837
388,okahandja,-21.595955634132096,16.566557161979233
389,dzhebariki-khaya,62.08244128054392,136.93660428067784
390,blackwater,-24.09192934032177,149.54855965145106
391,porto nacional,-10.563648533124493,-49.516928097903104
392,fort nelson,61.83715280536822,-120.76725960426941
393,sedam,17.065697070634783,77.31649658620125
394,ust-kamchatsk,52.96848055723564,162.66635487134818
395,suozhen,37.055454891339664,118.180252390796
396,sataua,-6.621863582853663,-173.80063042006677
397,morondava,-20.558344921920096,41.21332479588645
398,yelizovo,52.81134538417808,157.71585063436794
399,chabahar,24.498401704873345,60.7488943801028
400,hannibal,39.58027051876846,-91.28823102479082
401,bogorodskoye,52.49404541182764,140.66685550156615
402,mendahara,-1.091526854537392,102.82047940528946
403,crisan,45.153750049879335,29.420051930805414
404,hovd,44.969434065915095,101.62759257734564
405,lasem,-5.491837492488756,111.9248654728006
406,boyolangu,-14.54786618210747,110.6489720955114
407,novo aripuana,-6.012586399865597,-59.35574962242113
408,viligili,0.26790966277587813,75.8414911359929
409,bandarbeyla,7.590704557131687,52.748551941691915
410,letka,59.97294522020556,49.1449244648972
411,bathsheba,20.889418772109664,-46.8375850091291
412,salinopolis,3.923300428107865,-44.94957264149369
413,lake cowichan,48.095721979509705,-124.7453247903455
414,halalo,-14.154977761470136,-176.14439339718427
415,werda,-25.53595067075716,24.0101360240578
416,chapais,54.62474324761291,-75.69379879217176
417,segovia,41.23487421855782,-3.83227395640381
418,port keats,-13.865436959295678,129.95714057220073
419,joshimath,33.13310157889423,81.24046811227345
420,puerto narino,-3.752196975996995,-71.52985970339948
421,marcona,-24.256933233502807,-81.79938323268382
422,madina,40.087570038347366,45.24192726502346
423,takoradi,-3.3128278391262995,-0.6695136270039939
424,rio brilhante,-22.126233499563426,-54.3986432216424
425,sinnamary,8.433043299105734,-51.03238845417425
426,lata,-9.877470607837438,168.05099470734444
427,nargana,11.894394053509004,-78.27456891048644
428,karasjok,70.01847372657616,25.759528819525855
429,dunedin,-56.4511713203786,176.8855963285297
430,dzerzhinskoye,56.83714737958567,94.899971235453
431,luena,-12.281965572036071,19.13556788026216
432,marawi,20.580072912106885,26.307660681517888
433,chuzhou,32.71325713572577,118.65777949602324
434,tevriz,58.51934077107151,72.97578005788779
435,mapiripan,3.512361256525537,-72.25496244264879
436,diego de almagro,-26.19145650011695,-68.71831613256687
437,kumla,59.07118948397104,15.373699592110313
438,nome,63.46188594524901,-164.7447221923765
439,morgan city,28.347705311097016,-91.788548061934
440,hobyo,3.728871163913084,50.35055309554397
441,san rafael,-17.080562251111672,-60.193386857790614
442,tpig,41.73371576134963,47.61945855392162
443,kleck,53.10691253098901,26.958128372448897
444,urambo,-4.554244053459385,32.18047896730178
445,xichang,28.935397568865625,101.10468642639825
446,mehamn,86.86629165792615,29.16826258290311
447,oistins,12.869626725986265,-59.34954445097354
448,oytal,42.38282588118352,73.65009614388066
449,sattahip,12.67256505744568,100.68084578815092
450,karratha,-17.78242002882257,115.79560024940338
451,batagay,67.53835348732284,135.7530864773259
452,hun,28.905457839738602,14.593239995004865
453,anadyr,62.60403188105204,176.24403133091283
454,salalah,18.928768740191984,55.248804929386466
455,castro verde,37.642921945828434,-7.773638028328463
456,sawtell,-31.4283251246176,158.7159083745977
457,hokitika,-39.92660326845696,166.20945801108422
458,kirkuk,35.01593568603607,44.495237744136574
459,oksfjord,71.64739927388459,22.04151386455993
460,evensk,64.57933821329789,160.7157601032401
461,keta,5.954071216544037,1.0995646237422534
462,aransas pass,26.780524202662818,-96.25132473584108
463,kalevala,65.45145824417727,31.757835659417765
464,poum,-19.167760616922692,163.1440506544214
465,keningau,5.02052759723108,117.15220317676562
466,zarubino,41.072236811617984,131.61378767125524
467,sao jose da coroa grande,-13.037844766377845,-27.45184497772152
468,pilar do sul,-23.737978383319827,-47.64903029759341
469,borger,35.987962002091436,-101.17510523115565
470,kant,42.12277238668429,74.63777784072795
471,tarudant,27.71541110197552,-5.718701452345471
472,charters towers,-19.817431119492653,143.50008820842123
473,dakoro,14.534996188120331,7.234983519857337
474,modesto,37.652541250213645,-121.05201102563151
475,husum,54.59586315547551,9.247116601326695
476,ajdabiya,29.618637135057625,19.48758632339957
477,dire dawa,10.120657566518489,42.0260274301051
478,shar,48.72490354084471,81.01145410437618
479,tumannyy,68.63452749958842,36.592486037123194
480,bondo,3.6275685325300344,23.932859919002567
481,acajutla,8.450499102603729,-91.29161094306949
482,kampot,9.966046481638813,102.99658770559432
483,vastseliina,57.86099610418108,27.26550718540483
484,qui nhon,15.069482641173352,113.02088844672153
485,champerico,12.035836979195963,-93.1551365604366
486,el campo,29.57252044147816,-96.59502915897063
487,xuanhua,40.82070754101798,115.68730607124718
488,hofn,69.09032080430322,-10.747959780995501
489,miri,7.5020772316659645,111.28828416596036
490,mabai,22.707568915181,104.41436652999403
491,dodge city,37.885055913642944,-100.1735295261852
492,geraldton,54.20377935983464,-88.46256809678373
493,freetown,17.494671927760095,-60.67741371206375
494,san vicente de canete,-13.36025799785753,-77.2062293501177
495,pedro ii,-4.722781217952246,-41.33978872411734
496,corowa,-35.77534965092379,146.53128863294341
497,kailua,33.88148520593485,-152.14501488880893
498,sur,21.274874703730532,61.33569293347415
499,consolacion del sur,22.717996038342534,-83.62146186459111
500,mount isa,-23.942573419351376,142.85396310578346
501,bojnurd,37.387424838158054,57.48155600615314
502,barra do garcas,-14.860312383884605,-51.8528599312132
503,volkach,49.72521541543216,10.374688340101102
504,lensk,60.00836476298713,116.78172471206398
505,gorin,51.42759342895599,137.45995692046074
506,ketchikan,57.35940406459201,-130.30565074203327
507,dalvik,67.96387424838454,-18.937519185010416
508,ambodifototra,-17.059831839597877,52.44903281714872
509,bur gabo,-3.3135197946417065,45.053656755449225
510,los llanos de aridane,27.674007868206914,-25.692902556087688
511,sao joao da barra,-30.526738875127684,-28.72410461121325
512,tremosna,49.798200627094246,13.420823961622148
513,fortuna foothills,32.59916808940997,-113.90750113967954
514,amboasary,-24.006797247191955,46.00614918741573
515,sillamae,59.10249780043668,27.71508065563185
516,nyaunglebin,18.133427393972525,97.53393024489844
517,dudinka,70.17070590326392,85.43185682537148
518,severo-yeniseyskiy,59.82203390401173,93.2291901641895
519,gat,25.81197013411861,5.072749145664147
520,vao,-25.31769697717607,174.72901249661618
521,yenagoa,2.4168403704960184,5.479137325080217
522,nagykanizsa,46.46359643049334,17.011153768345878
523,parabel,59.683415028446746,82.40271850137452
524,alekseyevsk,59.19082382896045,109.3750515089223
525,yamada,38.362244717371254,146.63963773180296
526,zachagansk,50.69333826990581,50.64659732039908
527,souillac,-51.184556844417145,71.89088542841202
528,changping,41.20639615995134,116.22246403661171
529,elizabeth city,33.905119229732705,-71.27036917455392
530,husavik,69.27885387285505,-13.32446266396363
531,ponta delgada,33.524262863072764,-27.950748256275602
532,port hedland,-19.74503958283057,119.94845037818959
533,baringo,0.8423396797714275,36.167449085480456
534,sept-iles,56.190054632798734,-66.13690736727318
535,burkhala,62.939190882574934,148.9391937614488
536,alice springs,-23.21464129618657,132.7485757696271
537,smithers,56.75852926176978,-125.804360939253
538,deputatskiy,71.62835213082425,138.98882336511173
539,santa cruz,8.079341249780697,-89.72105446249549
540,bubaque,5.584157346603192,-20.745362054136876
541,faanui,-4.017981049517758,-153.68375345125054
542,muros,43.01531280556645,-10.101409737689494
543,aksu,42.217483263016106,79.7799154985837
544,van,38.440963184049224,43.97277340883255
545,jackson,43.360510315992485,-110.66828341100033
546,warner robins,32.69778239349563,-83.36104555955572
547,northam,-28.688257247457507,120.04258119281883
548,linxia,34.88320124436446,102.0328530933752
549,banda aceh,2.7231935386298716,89.56659701767387
550,lagoa,51.48739289658329,-26.795584442259752
551,fare,-16.141068403580533,-150.10181363914526
552,huron,43.91496237530228,-99.0041448624037
553,camacha,40.36033882140066,-18.18427098355039
554,cortez,37.43663262226809,-109.70562294187803
555,leshukonskoye,67.99829099207577,47.9253056687657
556,havre-saint-pierre,53.523708235367764,-63.11150337278772
557,eyl,5.472262829202094,53.27124752324673
558,moron,47.027725298317705,98.37743869208066
559,chulym,54.844942329650166,80.98706475618411
560,akdepe,41.69864848094221,56.74465430129399
561,anloga,-0.039657776497278974,2.586331296880445
562,half moon bay,30.989994523069953,-135.76100493179084
563,honavar,13.688556528865831,73.20040729521659
564,solnechnyy,60.75917880101517,136.80896922624385
565,nuuk,65.94352563624525,-50.942143433227216
566,puerto escondido,6.580446620628564,-100.88449631792403
567,puri,19.2993483267679,86.62221248260767
568,cockburn harbour,21.032194064050103,-71.45980008518941
569,kutum,12.542159018243169,24.159306684898326
570,zhezkazgan,46.66402824865685,66.2581316880594
571,abrau-dyurso,43.66967877912592,36.747276155138735
572,iberia,-10.670973291394333,-69.70160962653105
573,waconia,44.61358330897653,-93.87832788273455
574,henties bay,-21.63610528622813,6.216263581251269
575,soe,-12.243417950768531,126.13640902469905
576,wenling,27.395589789002145,123.58905855522153
577,mrirt,31.41455549551695,-4.870508316129985
578,kununurra,-16.650105950276398,130.4036705642897
579,marfino,47.478866141994445,49.77787712320551
580,bichura,49.755221650284255,107.68534939944561
581,lisala,2.6894226547290856,21.32673795113223
582,bergerac,44.829479290005395,0.5481336832271211
